date,start_time,end_time,temp_high,temp_low,weather,wind_speed,wind_dir,humidity,pressure
20190321,06:00,12:00,12,-1,Sunny.,11,220,70,1035
20190321,12:00,18:00,15,13,Passing clouds.,7,10,48,1033
20190321,18:00,00:00,12,6,Clear.,7,210,66,1032
20190322,00:00,06:00,7,4,Clear.,11,210,86,1032
20190322,06:00,12:00,14,4,Passing clouds.,6,200,79,1032
20190322,12:00,18:00,18,14,Passing clouds.,13,70,55,1029
20190322,18:00,00:00,15,10,Clear.,10,200,71,1028
20190323,00:00,06:00,10,4,Clear.,16,210,86,1026
20190323,06:00,12:00,16,4,Sunny.,14,200,73,1026
20190323,12:00,18:00,17,11,Clear.,16,340,54,1026
20190323,18:00,00:00,10,8,Passing clouds.,10,70,78,1029
20190324,00:00,06:00,8,6,Low clouds.,6,10,87,1028
20190324,06:00,12:00,7,6,Low clouds.,10,40,85,1026
20190324,12:00,18:00,8,7,Overcast.,8,0,83,1023
20190324,18:00,00:00,6,3,Passing clouds.,12,250,87,1021
20190325,00:00,06:00,2,-1,Passing clouds.,16,250,82,1018
20190325,06:00,12:00,6,2,Scattered clouds.,32,280,74,1016
20190325,12:00,18:00,6,4,Passing clouds.,33,310,76,1016
20190325,18:00,00:00,4,1,Passing clouds.,18,280,88,1022
20190326,00:00,06:00,4,0,Passing clouds.,18,310,90,1025
20190326,06:00,12:00,6,0,Partly sunny.,21,270,80,1027
20190326,12:00,18:00,7,5,Partly sunny.,24,280,67,1026
20190326,18:00,00:00,5,4,Light rain. Passing clouds.,18,290,86,1027
20190327,00:00,06:00,5,1,Clear.,16,270,88,1029
20190327,06:00,12:00,8,1,Sunny.,15,270,82,1031
20190327,12:00,18:00,10,8,Passing clouds.,15,320,59,1031
20190327,18:00,00:00,9,6,Passing clouds.,11,320,71,1032
20190328,00:00,06:00,7,5,Drizzle. Overcast.,11,250,90,1032
20190328,06:00,12:00,10,5,Light rain. Broken clouds.,14,320,90,1033
20190328,12:00,18:00,11,10,Partly sunny.,12,340,74,1033
20190328,18:00,00:00,10,8,Passing clouds.,8,0,80,1034
20190329,00:00,06:00,8,7,Passing clouds.,3,0,85,1034
20190329,06:00,12:00,11,7,Overcast.,5,0,82,1033
20190329,12:00,18:00,14,11,Partly sunny.,6,10,60,1030
20190329,18:00,00:00,10,4,Clear.,9,200,78,1028
20190330,00:00,06:00,4,2,Clear.,17,200,94,1025
20190330,06:00,12:00,15,4,Sunny.,13,190,67,1024
20190330,12:00,18:00,17,16,Passing clouds.,13,210,41,1021
20190330,18:00,00:00,15,8,Clear.,12,200,57,1020
20190331,00:00,06:00,7,3,Clear.,14,210,77,1020
20190331,06:00,12:00,9,3,Sunny.,10,210,80,1021
20190331,12:00,18:00,10,9,Partly sunny.,16,50,74,1023
20190331,18:00,00:00,9,5,Clear.,10,80,76,1024
20190401,00:00,06:00,4,0,Passing clouds.,8,50,74,1024
20190401,06:00,12:00,8,0,Passing clouds.,13,50,70,1024
20190401,12:00,18:00,11,8,Passing clouds.,20,70,51,1022
20190401,18:00,00:00,10,5,Clear.,9,60,56,1019
20190402,00:00,06:00,5,1,Clear.,4,340,72,1016
20190402,06:00,12:00,9,1,Sunny.,8,200,74,1013
20190402,12:00,18:00,18,11,Passing clouds.,15,170,46,1008
20190402,18:00,00:00,16,13,Clear.,13,170,50,1005
20190403,00:00,06:00,13,10,Clear.,11,190,68,1005
20190403,06:00,12:00,11,10,Light rain. Scattered clouds.,8,190,76,1004
20190403,12:00,18:00,14,11,Passing clouds.,9,10,71,1002
20190403,18:00,00:00,15,5,Passing clouds.,17,50,77,999
20190404,00:00,06:00,4,3,Passing clouds.,14,250,96,999
20190404,06:00,12:00,7,3,Partly sunny.,6,0,92,998
20190404,12:00,18:00,11,7,Partly sunny.,11,50,76,997
20190404,18:00,00:00,10,7,Low clouds.,21,270,90,999
20190405,00:00,06:00,7,5,Fog.,15,280,97,1002
20190405,06:00,12:00,6,5,Fog.,9,280,100,1004
20190405,12:00,18:00,10,7,Partly sunny.,7,0,87,1005
20190405,18:00,00:00,10,7,Fog.,7,0,88,1005
20190406,00:00,06:00,7,6,Fog.,6,0,96,1006
20190406,06:00,12:00,9,6,Fog.,8,30,96,1007
20190406,12:00,18:00,17,11,Passing clouds.,17,50,60,1005
20190406,18:00,00:00,17,12,Clear.,10,60,61,1004
20190407,00:00,06:00,11,7,Clear.,6,0,75,1005
20190407,06:00,12:00,14,4,Sunny.,9,50,76,1006
20190407,12:00,18:00,17,15,Passing clouds.,21,60,53,1006
20190407,18:00,00:00,16,12,Clear.,9,60,61,1007
20190408,00:00,06:00,12,9,Clear.,6,0,71,1008
20190408,06:00,12:00,14,9,Sunny.,7,0,69,1009
20190408,12:00,18:00,17,14,Passing clouds.,13,60,52,1009
20190408,18:00,00:00,16,10,Clear.,6,350,50,1010
20190409,00:00,06:00,10,4,Clear.,9,0,85,1011
20190409,06:00,12:00,5,4,Clear.,13,60,90,1013
20190409,12:00,18:00,9,5,Partly sunny.,12,60,81,1013
20190409,18:00,00:00,9,6,Overcast.,11,50,69,1013
20190410,00:00,06:00,5,0,Clear.,6,0,83,1013
20190410,06:00,12:00,7,0,Scattered clouds.,11,50,82,1015
20190410,12:00,18:00,9,6,Passing clouds.,22,70,49,1015
20190410,18:00,00:00,8,2,Clear.,12,0,61,1017
20190411,00:00,06:00,2,-2,Passing clouds.,6,50,73,1019
20190411,06:00,12:00,4,-2,Passing clouds.,17,60,65,1021
20190411,12:00,18:00,7,5,Partly sunny.,22,70,47,1021
20190411,18:00,00:00,5,2,Passing clouds.,15,60,53,1023
20190412,00:00,06:00,2,1,Passing clouds.,11,60,62,1023
20190412,06:00,12:00,2,1,Overcast.,15,70,72,1023
20190412,12:00,18:00,3,1,Snow flurries. Scattered clouds.,16,50,72,1023
20190412,18:00,00:00,1,0,Light snow. Passing clouds.,11,40,79,1023
20190413,00:00,06:00,0,-1,Passing clouds.,7,10,87,1022
20190413,06:00,12:00,1,-2,Snow flurries. Partly sunny.,10,10,94,1022
20190413,12:00,18:00,4,0,Partly sunny.,8,0,78,1021
20190413,18:00,00:00,3,0,Passing clouds.,9,30,88,1021
20190414,00:00,06:00,0,-3,Clear.,7,350,91,1021
20190414,06:00,12:00,1,-3,Partly sunny.,11,20,90,1022
20190414,12:00,18:00,2,1,Light rain. Partly sunny.,16,20,98,1023
20190414,18:00,00:00,3,2,Drizzle. Fog.,7,0,100,1024
20190415,00:00,06:00,3,1,Fog.,5,240,99,1026
